,Haustyp,Angebotstyp,Wohnflaeche__m²_,Zimmer,plz,Verkaeufer,Baujahr,Preis,Grundstuecksflaeche__m²_,Provision,ExactPreis,Garten/_mitnutzung,Badewanne,Heizungsart,Dusche,Garage/Stellplatz,Keller,Moebliert/Teilmoebliert,Gaeste_WC,Terrasse,Aktuell_vermietet,Einbaukueche,Balkon,Barrierefrei,Einliegerwohnung,Dachboden,Nebenkosten__in_€_,Kaution__in_€_,Haustiere_erlaubt,Warmmiete__in_€_,Heizkosten__in_€_,WG_geeignet,Denkmalobjekt,Preis_pro_m2
17828,reihenhaus,Angebot,140,6,27777,gewerblich,1973.0,-21182.06060507442,192.0,ja,209000.0,1,0,,0,1,1,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-151.30043289338872
17829,einfamilienhaus,Angebot,120,4,09496,gewerblich,,90000.0,,,157201.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,750.0
17830,einfamilienhaus,Angebot,160,5,09128,gewerblich,,90000.0,,,192551.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
17831,einfamilienhaus,Angebot,120,4,09496,gewerblich,,90000.0,,,144534.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,750.0
17832,einfamilienhaus,Angebot,160,10,17495,gewerblich,1992.0,90000.0,6466.0,ja,349000.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
17833,einfamilienhaus,Angebot,140,6,18516,gewerblich,1948.0,26703.246995081332,1620.0,ja,175000.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,0,0,190.73747853629524
17834,villa,Angebot,160,6,95233,gewerblich,2017.0,52738.48013921923,900.0,nein,252519.0,0,0,zentralheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17835,einfamilienhaus,Angebot,120,4,95233,gewerblich,,93562.55842886168,475.0,nein,172509.0,0,1,etagenheizung,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,779.6879869071806
17836,einfamilienhaus,Angebot,160,7.0,57413,gewerblich,2016.0,52738.48013921923,,nein,136999.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17837,einfamilienhaus,Angebot,160,5,95233,gewerblich,2017.0,52738.48013921923,600.0,nein,188299.0,0,0,zentralheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17838,einfamilienhaus,Angebot,160,5,95233,gewerblich,2017.0,52738.48013921923,600.0,nein,189779.0,0,0,zentralheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17839,einfamilienhaus,Angebot,160,5,95233,gewerblich,2017.0,52738.48013921923,850.0,nein,224649.0,0,0,zentralheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17840,doppelhaushaelfte,Angebot,160,7.0,66333,gewerblich,1972.0,-39122.93955185459,460.0,nein,84000.0,0,0,zentralheizung,0,1,1,0,0,0,1,0,0,0,0,0,,,0,,,0,0,-244.5183721990912
17841,doppelhaushaelfte,Angebot,140,6,28870,gewerblich,2004.0,90000.0,471.0,nein,147500.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,642.8571428571429
17842,einfamilienhaus,Angebot,160,5.0,28816,gewerblich,1957.0,45411.84225047624,659.0,ja,319000.0,1,0,,0,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,283.8240140654765
17843,doppelhaushaelfte,Angebot,100,5,26419,gewerblich,1954.0,55000.0,703.0,nein,52000.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,550.0
17844,doppelhaushaelfte,Angebot,140,4,31246,gewerblich,1930.0,80000.0,844.0,nein,78000.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,571.4285714285714
17845,einfamilienhaus,Angebot,120,4,17495,gewerblich,1927.0,27569.874008680523,500.0,ja,50000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,229.7489500723377
17846,einfamilienhaus,Angebot,160,9,17495,gewerblich,1995.0,58773.01274227268,500.0,ja,100000.0,0,0,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,367.3313296392042
17847,einfamilienhaus,Angebot,80,5,17495,gewerblich,1952.0,94157.27471999357,4698.0,ja,50000.0,1,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,1176.9659339999196
17848,einfamilienhaus,Angebot,140,5,79682,gewerblich,1982.0,-14099.600395079244,874.0,ja,390000.0,0,0,zentralheizung,0,0,0,1,0,0,0,1,1,0,0,0,,,0,,,0,0,-100.71143139342317
17849,andere,Angebot,140,4,95233,gewerblich,2017.0,90000.0,650.0,nein,201469.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,642.8571428571429
17850,einfamilienhaus,Angebot,140,4,56370,gewerblich,2015.0,93562.55842886168,779.0,nein,183250.0,0,1,zentralheizung,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,668.3039887775834
17851,andere,Angebot,120,3,57537,gewerblich,2016.0,95757.78235703506,720.0,nein,175800.0,0,1,zentralheizung,1,0,0,0,1,0,0,0,0,1,0,0,,,0,,,0,0,797.9815196419588
17852,einfamilienhaus,Angebot,100,4,26831,gewerblich,1950.0,79340.16568090589,2600.0,ja,156000.0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,793.4016568090589
17853,einfamilienhaus,Angebot,160,6,40670,gewerblich,2017.0,52738.48013921923,569.0,nein,676999.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17854,einfamilienhaus,Angebot,160,6,97782,gewerblich,1969.0,22507.64791334274,2161.0,ja,180000.0,1,1,zentralheizung,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,140.67279945839212
17855,einfamilienhaus,Angebot,100,5,34549,gewerblich,1900.0,-27820.890113277987,500.0,ja,69000.0,0,0,zentralheizung,0,1,1,0,0,0,0,0,1,0,0,0,,,0,,,0,0,-278.2089011327799
17856,einfamilienhaus,Angebot,160,7,31860,gewerblich,1960.0,67569.87400868052,637.0,nein,91000.0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
17857,doppelhaushaelfte,Angebot,160,4.0,28870,privat,2017.0,93562.55842886168,500.0,nein,298000.0,0,1,andere,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,584.7659901803855
17858,reihenhaus,Angebot,160,8,37186,gewerblich,1900.0,11000.0,250.0,nein,10500.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,68.75
17859,doppelhaushaelfte,Angebot,160,5,17495,gewerblich,1900.0,61323.332401191146,2229.0,ja,165900.0,0,1,zentralheizung,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,0,0,383.27082750744466
17860,mehrfamilienhaus,Angebot,160,13,17495,gewerblich,1995.0,6468.344931935226,6340.0,ja,150000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,0,1,1,0,,,0,,,0,0,40.42715582459516
17861,doppelhaushaelfte,Angebot,160,5,17495,gewerblich,1900.0,61323.332401191146,2229.0,ja,165900.0,0,1,zentralheizung,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,0,0,383.27082750744466
17862,mehrfamilienhaus,Angebot,160,8,95233,gewerblich,2017.0,90000.0,830.0,nein,251939.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
17863,einfamilienhaus,Angebot,160,5,57581,gewerblich,,35832.10421263575,1070.0,nein,255000.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17864,einfamilienhaus,Angebot,140,5,54570,gewerblich,,35832.10421263575,557.0,nein,179809.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,255.9436015188268
17865,einfamilienhaus,Angebot,80,4,56370,gewerblich,1900.0,99597.09103191512,480.0,ja,98000.0,0,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,1244.963637898939
17866,andere,Angebot,160,11,34549,gewerblich,1973.0,16079.459255706348,1117.0,nein,159000.0,1,0,,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,100.49662034816467
17867,einfamilienhaus,Angebot,140,8,31860,gewerblich,1850.0,52734.11797922886,200.0,ja,45000.0,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,376.67227128020613
17868,einfamilienhaus,Angebot,120,6,31860,gewerblich,,52738.48013921923,599.0,nein,188520.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,439.4873344934936
17869,mehrfamilienhaus,Angebot,160,7,17495,privat,1975.0,-6737.119264975652,2500.0,nein,259000.0,1,1,gasheizung,1,1,1,1,1,1,0,1,1,0,1,1,,,0,,,0,0,-42.10699540609782
17870,einfamilienhaus,Gesuch,100,4,37186,privat,,50.0,500.0,nein,1.0,0,0,ofenheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0.5
17871,einfamilienhaus,Angebot,160,5,31860,gewerblich,,52738.48013921923,920.0,nein,188400.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17872,einfamilienhaus,Angebot,120,3,57581,gewerblich,1930.0,40874.07828964244,4137.0,nein,1.0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,340.6173190803537
17873,einfamilienhaus,Angebot,160,6,54570,gewerblich,,35832.10421263575,949.0,nein,179809.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17874,einfamilienhaus,Angebot,160,7,67808,gewerblich,1904.0,62335.57117113435,530.0,ja,189000.0,0,1,,1,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,389.59731981958964
17875,einfamilienhaus,Angebot,140,4,31860,gewerblich,,52738.48013921923,600.0,nein,275000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,376.70342956585165
17876,einfamilienhaus,Angebot,160,6,31860,privat,1891.0,108964.68067571853,871.0,nein,65000.0,0,1,oelheizung,0,1,1,0,0,1,0,0,0,0,0,1,,,0,,,0,0,681.0292542232407
17877,andere,Angebot,60,4,34549,gewerblich,1975.0,-8425.000481271934,644.0,ja,55000.0,0,0,zentralheizung,1,1,1,0,0,0,0,0,1,0,0,0,,,0,,,0,0,-140.41667468786557
17878,einfamilienhaus,Angebot,140,4,31860,gewerblich,,52738.48013921923,600.0,nein,275000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,376.70342956585165
17879,einfamilienhaus,Angebot,160,6,31860,gewerblich,,52738.48013921923,550.0,nein,303000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17880,mehrfamilienhaus,Angebot,160,12,31860,gewerblich,,52738.48013921923,740.0,nein,333000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17881,mehrfamilienhaus,Angebot,160,10,31860,gewerblich,,52738.48013921923,880.0,nein,305200.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17882,andere,Angebot,80,5,34549,gewerblich,1974.0,-18480.724432372095,1381.0,ja,169500.0,0,0,zentralheizung,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,-231.00905540465118
17883,einfamilienhaus,Angebot,100,4,01945,gewerblich,1934.0,52130.05769675897,680.0,nein,40000.0,1,0,ofenheizung,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,521.3005769675897
17884,reihenhaus,Angebot,160,4,34549,gewerblich,1983.0,67569.87400868052,300.0,ja,220000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
17885,einfamilienhaus,Angebot,160,6.0,56368,gewerblich,,165384.2619777209,1235.0,nein,133000.0,1,1,zentralheizung,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,1033.6516373607556
17886,einfamilienhaus,Angebot,160,5,57562,gewerblich,,35832.10421263575,1100.0,nein,178000.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17887,mehrfamilienhaus,Angebot,160,6,97782,privat,1970.0,-1344.2475506978517,,,1000.0,1,1,oelheizung,0,0,0,0,1,0,0,1,1,0,0,0,,3000.0,0,,,1,0,-8.401547191861573
17888,andere,Gesuch,100,4,34549,privat,,90000.0,200.0,ja,100000.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,900.0
17889,einfamilienhaus,Angebot,160,7,38229,gewerblich,2017.0,52738.48013921923,540.0,nein,208000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17890,einfamilienhaus,Angebot,100,4,01945,privat,,52130.05769675897,,nein,40000.0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,521.3005769675897
17891,einfamilienhaus,Angebot,100,4,01945,privat,,52130.05769675897,650.0,nein,40000.0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,521.3005769675897
17892,einfamilienhaus,Angebot,140,5,56368,gewerblich,,82902.72410976757,860.0,nein,175000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,592.1623150697684
17893,einfamilienhaus,Angebot,160,5,56220,gewerblich,,38027.32814080911,780.0,nein,240519.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,237.67080088005696
17894,einfamilienhaus,Angebot,140,5,57562,gewerblich,2017.0,82902.72410976757,640.0,nein,233000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,592.1623150697684
17895,einfamilienhaus,Angebot,160,5,57562,gewerblich,,35832.10421263575,1040.0,nein,231000.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17896,andere,Angebot,160,25,18356,gewerblich,1850.0,67569.87400868052,12000.0,ja,289500.0,0,0,andere,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
17897,einfamilienhaus,Angebot,140,5,38228,gewerblich,,52738.48013921923,1837.0,nein,202198.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,376.70342956585165
17898,einfamilienhaus,Angebot,160,6,38229,gewerblich,2017.0,52738.48013921923,520.0,nein,226000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17899,einfamilienhaus,Angebot,120,4,38229,gewerblich,2017.0,52738.48013921923,530.0,nein,155000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,439.4873344934936
17900,einfamilienhaus,Angebot,160,6,38228,gewerblich,2017.0,52738.48013921923,720.0,nein,226000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17901,andere,Gesuch,80,3,79098,privat,,28438.878950975868,300.0,ja,200000.0,1,1,andere,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,355.48598688719835
17902,andere,Gesuch,100,4,67547,privat,,80000.0,200.0,ja,80000.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,800.0
17903,andere,Gesuch,100,4,34549,privat,,1000.0,,,700.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,150.0,1500.0,0,700.0,150.0,0,0,10.0
17904,einfamilienhaus,Angebot,140,5,55471,gewerblich,,38027.32814080911,750.0,nein,181766.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,271.6237724343508
17905,einfamilienhaus,Angebot,160,5,53520,gewerblich,,38027.32814080911,520.0,nein,177650.0,0,1,fussbodenheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,237.67080088005696
17906,einfamilienhaus,Angebot,160,6,57520,gewerblich,2017.0,82902.72410976757,790.0,nein,233000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,518.1420256860473
17907,einfamilienhaus,Angebot,160,5,57627,gewerblich,,38027.32814080911,687.0,nein,231050.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,237.67080088005696
17908,einfamilienhaus,Angebot,160,5,57627,gewerblich,,35832.10421263575,687.0,nein,235050.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17909,einfamilienhaus,Angebot,160,5,56593,gewerblich,,38027.32814080911,800.0,nein,186804.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,237.67080088005696
17910,andere,Angebot,160,7,18246,gewerblich,1903.0,-48230.11147251923,2100.0,ja,350000.0,0,1,oelheizung,0,1,1,0,0,1,0,1,0,0,0,0,,,0,,,0,1,-301.4381967032452
17911,einfamilienhaus,Angebot,160,5.0,32139,gewerblich,,52738.48013921923,1000.0,nein,243000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17912,reihenhaus,Gesuch,120,5,38229,privat,,,500.0,nein,,1,0,,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,
17913,einfamilienhaus,Angebot,140,4,38228,gewerblich,1971.0,90000.0,913.0,nein,140000.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,642.8571428571429
17914,einfamilienhaus,Angebot,160,5,38228,gewerblich,2017.0,52738.48013921923,605.0,nein,187000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17915,andere,Angebot,160,9.0,95119,gewerblich,1965.0,25640.50370790235,1048.0,ja,180000.0,0,1,zentralheizung,1,1,1,0,0,1,0,0,0,0,1,0,,,0,,,0,0,160.25314817438968
17916,andere,Angebot,160,15,18246,gewerblich,1903.0,19765.01346474793,4900.0,ja,730000.0,0,0,zentralheizung,0,1,1,0,0,1,0,1,0,0,0,1,,,0,,,0,1,123.53133415467457
17917,andere,Angebot,100,5,24837,privat,,250.0,,,123.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,150.0,1.0,0,800.0,150.0,0,0,2.5
17918,einfamilienhaus,Angebot,160,6,55471,gewerblich,,46491.93853172986,700.0,nein,247054.0,0,1,zentralheizung,1,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,0,290.5746158233116
17919,andere,Gesuch,80,4,21255,privat,,,,,,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,1,700.0,,0,0,
17920,einfamilienhaus,Angebot,140,5,57520,gewerblich,2017.0,82902.72410976757,650.0,nein,216000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,592.1623150697684
17921,einfamilienhaus,Angebot,160,6,57520,gewerblich,,35832.10421263575,950.0,nein,198000.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,223.95065132897344
17922,andere,Gesuch,160,7,34376,privat,,298593.5245207962,,,1000.0,0,0,andere,0,1,0,0,0,0,0,0,0,0,0,0,150.0,1500.0,1,1000.0,150.0,1,0,1866.2095282549762
17923,einfamilienhaus,Angebot,140,5,18356,gewerblich,2007.0,61323.332401191146,557.0,ja,315000.0,0,1,gasheizung,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,0,0,438.023802865651
17924,andere,Angebot,160,8,18246,gewerblich,1903.0,-21568.33981974204,2800.0,ja,380000.0,0,0,oelheizung,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,0,1,-134.80212387338776
17925,einfamilienhaus,Angebot,160,4.0,32139,gewerblich,,90000.0,1000.0,nein,224000.0,0,0,fussbodenheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
17926,einfamilienhaus,Angebot,160,6,32139,gewerblich,2017.0,52738.48013921923,450.0,nein,265000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17927,mehrfamilienhaus,Angebot,160,9.0,32139,gewerblich,,52738.48013921923,1000.0,nein,287000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17928,einfamilienhaus,Angebot,160,5.0,32139,gewerblich,,52738.48013921923,1000.0,nein,289000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17929,andere,Gesuch,60,4,25355,privat,1900.0,254418.60014077995,,,650.0,1,1,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,1,800.0,,0,0,4240.310002346332
17930,andere,Gesuch,160,6,08267,privat,1980.0,1000.0,,,1000.0,0,0,zentralheizung,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1000.0,0,1150.0,150.0,0,0,6.25
17931,andere,Gesuch,100,4,58332,privat,,,,,,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,,,1,,,0,0,
17932,andere,Gesuch,100,5,99842,privat,,,,,,0,0,andere,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,1,700.0,,0,0,
17933,andere,Gesuch,60,3,23946,privat,,70402.59721690314,,,700.0,1,1,zentralheizung,0,1,0,0,1,1,0,1,1,0,0,0,,,1,700.0,,0,0,1173.3766202817192
17934,einfamilienhaus,Angebot,120,6,17419,gewerblich,1970.0,52526.47113478331,1500.0,ja,475000.0,0,1,gasheizung,1,1,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,437.7205927898609
17935,einfamilienhaus,Angebot,140,4,18246,gewerblich,1978.0,-5270.570454359517,700.0,ja,149000.0,0,1,gasheizung,1,1,0,0,0,0,0,1,1,0,0,0,,,0,,,0,0,-37.64693181685369
17936,andere,Angebot,160,7,79848,gewerblich,1838.0,-19100.693352371236,1433.0,ja,195000.0,0,1,andere,1,0,1,1,1,1,0,1,0,0,0,0,,,0,,,0,1,-119.37933345232022
17937,einfamilienhaus,Angebot,160,6,18311,gewerblich,1990.0,61323.332401191146,9500.0,ja,450000.0,0,1,gasheizung,1,1,0,0,0,0,0,1,0,0,0,0,,,0,,,0,0,383.27082750744466
17938,villa,Angebot,160,9,19336,gewerblich,1934.0,-8755.385924103706,6500.0,ja,398000.0,0,1,gasheizung,0,1,1,0,0,1,0,0,0,0,1,0,,,0,,,0,0,-54.72116202564816
17939,andere,Gesuch,120,5,34123,privat,,1000.0,,,850.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,8.333333333333334
17940,einfamilienhaus,Angebot,160,5.0,32805,gewerblich,,52738.48013921923,500.0,nein,236500.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17941,andere,Gesuch,100,3,27476,privat,,,,,,1,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,
17942,andere,Gesuch,100,5,56410,privat,,-126189.98730055129,,,750.0,0,0,andere,1,0,0,0,1,1,0,1,1,0,0,0,150.0,1200.0,0,900.0,,0,0,-1261.899873005513
17943,einfamilienhaus,Gesuch,140,5,35104,privat,,156597.71002750198,,,900.0,1,1,andere,0,1,1,0,0,0,0,0,1,0,0,0,250.0,123456.0,1,800.0,100.0,0,0,1118.555071625014
17944,andere,Gesuch,160,5.0,23966,privat,,-110346.35466114682,,,600.0,0,0,zentralheizung,1,1,1,0,1,1,0,0,1,0,0,0,100.0,1500.0,0,900.0,150.0,0,0,-689.6647166321676
17945,andere,Gesuch,100,3,47443,privat,,110880.73440032615,,,800.0,0,0,andere,1,1,0,0,1,1,0,0,1,0,0,0,,,1,1100.0,,0,0,1108.8073440032615
17946,einfamilienhaus,Angebot,140,4,38556,gewerblich,1987.0,58492.908821449935,475.0,ja,180000.0,0,1,gasheizung,1,1,0,0,0,1,0,1,1,0,0,1,,,0,,,0,0,417.8064915817852
17947,andere,Angebot,160,6,89561,privat,1819.0,52349.18983671481,330.0,nein,250000.0,0,1,elektroheizung,1,1,0,1,1,0,0,1,0,0,0,1,,,0,,,0,1,327.1824364794676
17948,andere,Angebot,160,8,34128,privat,,50.0,,,1.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0.3125
17949,mehrfamilienhaus,Angebot,160,8.0,32805,gewerblich,,52738.48013921923,500.0,nein,266500.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17950,andere,Gesuch,100,4,50937,privat,,,,,,1,0,andere,0,0,0,0,1,0,0,0,1,0,0,0,,3500.0,0,1350.0,,0,0,
17951,andere,Gesuch,100,4,69439,privat,,-44600.39651946694,,,550.0,1,0,andere,0,1,0,0,0,1,0,1,0,0,0,0,,,0,,,0,0,-446.00396519466943
17952,einfamilienhaus,Gesuch,80,3,19370,privat,,164894.5712939098,,,500.0,1,1,andere,0,1,0,0,0,0,0,0,1,0,0,0,,,1,700.0,,0,0,2061.1821411738724
17953,andere,Gesuch,100,4,73453,privat,,117308.92305796253,,,700.0,0,1,zentralheizung,1,1,0,0,1,1,0,0,1,0,0,0,100.0,,1,850.0,,0,0,1173.0892305796253
17954,einfamilienhaus,Gesuch,80,4,23966,privat,,-72220.1527799658,,,300.0,0,1,zentralheizung,0,1,1,0,1,1,0,0,0,0,0,0,,,0,600.0,,0,0,-902.7519097495726
17955,andere,Gesuch,160,3.0,49451,privat,,,,,,1,0,andere,0,1,0,0,0,1,0,0,1,0,0,0,,,0,,,0,0,
17956,einfamilienhaus,Angebot,160,4.0,32805,gewerblich,,52738.48013921923,500.0,nein,178500.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
17957,andere,Angebot,120,5,03050,privat,,,,,,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,250.0,,0,760.0,,0,0,
17958,bungalow,Angebot,160,5,38556,privat,2012.0,90000.0,1300.0,nein,850000.0,0,0,gasheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
17959,andere,Gesuch,120,6,09212,privat,,41038.37234571484,,,1.0,1,1,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,341.98643621429034
17960,andere,Gesuch,100,4,31226,privat,,1000.0,,,650.0,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,650.0,,0,0,10.0
17961,andere,Gesuch,160,5,54290,privat,,,,,,0,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,1,0,
17962,andere,Gesuch,120,4,99837,privat,,170892.38970445984,,,500.0,1,1,,1,1,0,0,1,1,0,1,0,0,0,0,,,1,,,0,0,1424.1032475371653
17963,andere,Gesuch,160,12,32312,privat,,,,,,1,1,andere,1,0,0,0,0,0,0,0,0,0,0,1,160.0,2000.0,0,1200.0,300.0,0,0,
17964,andere,Gesuch,100,4,34123,privat,,247990.41148314357,,,650.0,1,0,andere,0,0,0,0,0,0,0,0,0,0,0,0,,,1,900.0,,0,0,2479.904114831436
17965,einfamilienhaus,Gesuch,120,5,89597,privat,,,,,,1,1,zentralheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,
