,Haustyp,Angebotstyp,Wohnflaeche__m²_,Zimmer,plz,Verkaeufer,Baujahr,Preis,Grundstuecksflaeche__m²_,Provision,ExactPreis,Garten/_mitnutzung,Badewanne,Heizungsart,Dusche,Garage/Stellplatz,Keller,Moebliert/Teilmoebliert,Gaeste_WC,Terrasse,Aktuell_vermietet,Einbaukueche,Balkon,Barrierefrei,Einliegerwohnung,Dachboden,Nebenkosten__in_€_,Kaution__in_€_,Haustiere_erlaubt,Warmmiete__in_€_,Heizkosten__in_€_,WG_geeignet,Denkmalobjekt,Preis_pro_m2
354,einfamilienhaus,Angebot,100,4,51107,privat,,59693.47049433568,,,980.0,1,1,oelheizung,0,0,1,0,1,1,0,0,0,0,0,1,,1960.0,0,,,0,0,596.9347049433568
355,doppelhaushaelfte,Angebot,160,5,57080,privat,1914.0,134624.00099088438,389.0,nein,205000.0,1,1,gasheizung,1,1,1,0,0,1,0,0,0,0,1,1,,,0,,,0,0,841.4000061930274
356,andere,Angebot,160,9,67547,gewerblich,1950.0,-1701.3263706123107,600.0,ja,349900.0,1,1,etagenheizung,1,0,1,0,1,1,0,1,0,0,1,0,,,0,,,0,0,-10.633289816326942
357,einfamilienhaus,Angebot,160,11,67550,gewerblich,2002.0,9832.917648216975,464.0,ja,639000.0,1,1,zentralheizung,1,1,1,0,0,1,0,1,1,0,0,0,,,0,,,0,0,61.45573530135609
358,einfamilienhaus,Angebot,160,13,32429,privat,2003.0,70497.23278597435,950.0,nein,399000.0,0,1,gasheizung,1,1,0,0,1,1,0,0,1,1,0,1,,,0,,,0,0,440.6077049123397
359,einfamilienhaus,Angebot,160,9,51597,gewerblich,1972.0,108393.95229832297,1329.0,nein,139000.0,0,1,etagenheizung,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,677.4622018645185
360,doppelhaushaelfte,Angebot,100,3,46242,privat,1936.0,208580.58831489715,820.0,nein,225000.0,1,1,gasheizung,1,1,1,0,0,0,0,0,0,0,0,1,,,0,,,0,0,2085.8058831489716
361,einfamilienhaus,Angebot,160,11,48691,privat,1977.0,-48667.00138248396,1236.0,nein,395000.0,0,1,gasheizung,1,1,1,0,1,1,0,1,1,1,1,1,,,0,,,0,0,-304.16875864052474
362,einfamilienhaus,Angebot,160,12,47169,gewerblich,1992.0,-24515.257035425544,1277.0,ja,1275000.0,0,0,zentralheizung,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-153.22035647140964
363,reihenhaus,Angebot,160,6,41239,gewerblich,1961.0,28438.878950975868,293.0,ja,319000.0,1,1,zentralheizung,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,177.74299344359918
364,mehrfamilienhaus,Angebot,160,8,54344,gewerblich,1900.0,99597.09103191512,170.0,nein,189000.0,0,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,622.4818189494695
365,einfamilienhaus,Angebot,120,5,66904,privat,2008.0,46994.71138233978,536.0,nein,270000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,391.6225948528315
366,einfamilienhaus,Angebot,160,5,67734,gewerblich,1973.0,35536.15484120831,1500.0,ja,119000.0,1,0,zentralheizung,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,0,0,222.10096775755193
367,einfamilienhaus,Angebot,140,6,57548,gewerblich,1972.0,-27760.598163710365,581.0,ja,140000.0,1,0,zentralheizung,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,0,0,-198.28998688364547
368,mehrfamilienhaus,Angebot,160,10,57539,privat,1963.0,-67371.55169832216,1000.0,nein,245000.0,1,1,oelheizung,1,1,1,1,0,1,1,1,1,0,1,1,,,0,,,0,0,-421.0721981145135
369,einfamilienhaus,Angebot,160,10,32547,privat,1998.0,-30440.36626005699,,,2600.0,1,1,gasheizung,1,1,1,1,1,1,0,1,1,0,0,1,300.0,7500.0,0,,200.0,0,0,-190.25228912535619
370,doppelhaushaelfte,Angebot,140,8,46240,privat,1928.0,110217.53937737105,850.0,nein,240000.0,1,1,gasheizung,1,1,1,0,1,0,0,0,0,1,1,1,,,0,,,0,0,787.2681384097932
371,einfamilienhaus,Angebot,160,7,50127,privat,1982.0,-28027.401881551905,,,1285.0,0,1,oelheizung,1,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,-175.1712617596994
372,mehrfamilienhaus,Angebot,160,7,67663,gewerblich,1933.0,95032.78180652656,1000.0,ja,175000.0,1,1,zentralheizung,1,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,593.954886290791
373,einfamilienhaus,Angebot,160,8,32427,privat,2011.0,137091.135641525,670.0,nein,333000.0,0,1,fussbodenheizung,1,1,0,0,1,1,0,0,0,1,0,1,,,0,,,0,0,856.8195977595312
374,mehrfamilienhaus,Angebot,160,12,51597,privat,1950.0,-81160.43285987922,1950.0,nein,118000.0,1,1,elektroheizung,1,1,1,1,1,1,0,1,1,0,1,0,,,0,,,0,0,-507.2527053742451
375,doppelhaushaelfte,Angebot,100,5,46236,privat,1950.0,-7669.244558110717,305.0,nein,145000.0,1,1,gasheizung,1,0,1,0,0,1,1,0,0,0,0,0,,,0,,,0,1,-76.69244558110717
376,einfamilienhaus,Angebot,160,7,52379,privat,1994.0,-16302.04162257889,625.0,nein,449500.0,1,1,gasheizung,1,1,1,0,1,1,0,1,1,0,1,1,,,0,,,0,0,-101.88776014111806
377,einfamilienhaus,Angebot,160,5,42287,gewerblich,1972.0,52738.48013921923,776.0,ja,539000.0,0,0,zentralheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
378,bungalow,Angebot,140,5,58313,gewerblich,1978.0,86235.92054011868,450.0,ja,270000.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,615.9708610008477
379,mehrfamilienhaus,Angebot,160,9,67069,privat,1960.0,-125994.29319450812,270.0,nein,620000.0,0,1,zentralheizung,1,1,1,0,0,0,1,0,1,1,1,0,,,0,,,0,0,-787.4643324656757
380,mehrfamilienhaus,Angebot,160,8,56841,gewerblich,1914.0,67569.87400868052,119.0,ja,149000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
381,einfamilienhaus,Angebot,160,4.0,55425,gewerblich,1968.0,64624.36015723039,1840.0,ja,95000.0,1,0,,0,1,0,1,0,0,0,1,0,0,0,0,,,0,,,0,0,403.9022509826899
382,einfamilienhaus,Angebot,160,9,57632,gewerblich,1985.0,67569.87400868052,728.0,ja,230000.0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
383,andere,Angebot,160,6,55606,privat,1960.0,93821.15360072379,830.0,nein,83000.0,1,1,oelheizung,1,1,1,1,0,1,0,1,1,0,0,1,,,0,,,0,0,586.3822100045237
384,einfamilienhaus,Angebot,140,4,45472,privat,2010.0,-36901.10439063843,,,1700.0,1,0,elektroheizung,1,1,0,1,1,1,0,1,0,0,0,0,150.0,5100.0,0,2000.0,150.0,0,0,-263.5793170759888
385,doppelhaushaelfte,Angebot,120,5,45276,privat,,121521.10477870566,290.0,nein,220000.0,1,1,gasheizung,1,0,1,0,1,0,0,0,0,1,0,0,,,0,,,0,0,1012.6758731558805
386,einfamilienhaus,Angebot,100,3,32791,privat,,209666.14833518383,,,760.0,1,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,0,80.0,2000.0,1,,,0,0,2096.6614833518383
387,einfamilienhaus,Angebot,160,4,50127,gewerblich,1980.0,51675.73685204024,488.0,ja,309500.0,0,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,322.9733553252515
388,reihenhaus,Angebot,140,5,46286,privat,1991.0,126099.05044694382,225.0,nein,209000.0,0,1,fussbodenheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,900.7075031924559
389,mehrfamilienhaus,Angebot,160,13,32676,privat,1976.0,50131.44508230663,1400.0,nein,196000.0,1,0,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,,,0,,,0,0,313.3215317644164
390,doppelhaushaelfte,Angebot,100,4,48268,privat,1956.0,26352.496262857298,350.0,nein,135000.0,1,1,gasheizung,1,1,1,0,1,0,1,1,0,0,0,1,,,0,,,0,0,263.52496262857295
391,einfamilienhaus,Angebot,160,6,57250,gewerblich,1965.0,88593.35290741522,520.0,ja,220000.0,0,1,zentralheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,553.7084556713451
392,einfamilienhaus,Angebot,120,3,47228,gewerblich,1989.0,51675.73685204024,594.0,ja,298000.0,0,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,430.63114043366863
393,mehrfamilienhaus,Angebot,160,12,57639,gewerblich,1920.0,58773.01274227268,1200.0,ja,249000.0,0,0,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,367.3313296392042
394,einfamilienhaus,Angebot,160,7.0,67681,gewerblich,2004.0,91470.22337766486,539.0,ja,390000.0,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,571.6888961104054
395,einfamilienhaus,Angebot,160,8,55413,gewerblich,1966.0,4273.121003761855,4868.0,ja,790000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,0,0,26.707006273511592
396,einfamilienhaus,Angebot,160,8,76889,gewerblich,1974.0,-62320.78185178881,560.0,ja,285000.0,0,0,zentralheizung,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,0,0,-389.50488657368004
397,andere,Angebot,140,6,66903,privat,1922.0,26994.711382339785,700.0,nein,68000.0,1,1,oelheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,192.81936701671276
398,reihenhaus,Angebot,140,5,51109,privat,2008.0,140996.95931254423,,,160.0,1,1,fernwaerme,1,1,1,1,1,1,0,1,0,0,0,1,,500.0,0,160.0,,1,0,1007.1211379467445
399,einfamilienhaus,Angebot,160,7,32756,privat,,123191.12688118036,,,900.0,1,1,gasheizung,1,1,0,1,1,1,0,0,0,0,0,0,250.0,1800.0,0,1150.0,,1,0,769.9445430073772
400,doppelhaushaelfte,Angebot,120,5,41379,gewerblich,1998.0,160659.23413502224,234.0,ja,225000.0,1,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1338.8269511251854
401,einfamilienhaus,Angebot,140,5,59581,privat,1940.0,284089.46193008736,,,600.0,1,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,1,100.0,600.0,1,700.0,,0,0,2029.2104423577669
402,einfamilienhaus,Angebot,120,4,42499,gewerblich,1969.0,70164.98191048724,950.0,ja,277000.0,0,1,oelheizung,1,1,1,0,1,0,0,0,1,0,0,1,,,0,,,0,0,584.7081825873937
403,einfamilienhaus,Angebot,140,4,33428,privat,2012.0,125348.76052366706,463.0,nein,469000.0,1,1,fussbodenheizung,1,1,1,1,1,1,0,1,0,1,0,1,,,0,,,0,0,895.3482894547648
404,einfamilienhaus,Angebot,100,5,59939,privat,1987.0,58928.30634871445,372.0,nein,139000.0,1,0,gasheizung,1,1,0,1,1,1,0,1,1,0,0,1,,,0,,,0,0,589.2830634871445
405,doppelhaushaelfte,Angebot,160,5,47179,privat,1951.0,148529.1764382633,365.0,nein,349000.0,0,1,fussbodenheizung,1,0,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,928.3073527391456
406,doppelhaushaelfte,Angebot,120,4,48691,privat,2000.0,160659.23413502224,313.0,,185000.0,1,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1338.8269511251854
407,einfamilienhaus,Angebot,160,7,53332,gewerblich,2001.0,-4541.895336802281,716.0,ja,672000.0,1,1,fussbodenheizung,1,1,1,1,1,1,0,1,1,1,1,1,,,0,,,0,0,-28.386845855014258
408,einfamilienhaus,Angebot,160,8,44289,gewerblich,1985.0,-78050.6249523567,1415.0,nein,470000.0,1,1,zentralheizung,0,1,1,0,1,1,0,0,1,0,1,0,,,0,,,0,0,-487.81640595222933
409,einfamilienhaus,Angebot,160,6,32108,gewerblich,2003.0,51675.73685204024,465.0,ja,395000.0,0,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,322.9733553252515
410,mehrfamilienhaus,Angebot,160,6,54597,gewerblich,1984.0,-1969.5426983202742,1149.0,ja,179000.0,1,0,zentralheizung,0,1,0,1,0,0,0,1,1,0,0,0,,,0,,,0,0,-12.309641864501714
411,einfamilienhaus,Angebot,160,4.0,67685,gewerblich,1985.0,-18897.149524385622,856.0,ja,270000.0,1,0,,0,1,0,0,0,1,0,1,0,0,1,0,,,0,,,0,0,-118.10718452741014
412,einfamilienhaus,Angebot,160,6,67069,gewerblich,1993.0,-72980.61617088292,465.0,ja,540000.0,0,0,zentralheizung,0,1,0,0,0,1,0,0,1,0,1,0,,,0,,,0,0,-456.1288510680182
413,einfamilienhaus,Angebot,160,8,56729,gewerblich,1984.0,-18480.724432372095,963.0,ja,249000.0,0,0,zentralheizung,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,-115.50452770232559
414,andere,Angebot,160,5,56856,privat,1961.0,40566.52272470339,494.0,nein,106000.0,1,0,oelheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,253.5407670293962
415,doppelhaushaelfte,Angebot,160,4,45475,privat,2012.0,238018.84203295558,,,1650.0,1,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,150.0,3500.0,1,1650.0,100.0,0,0,1487.6177627059724
416,einfamilienhaus,Angebot,140,5,59439,privat,1968.0,85274.97215730135,2311.0,nein,315000.0,0,0,oelheizung,0,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,609.1069439807239
417,einfamilienhaus,Angebot,140,4,53819,privat,1975.0,90732.13484912047,850.0,nein,325000.0,0,1,ofenheizung,1,0,0,0,1,1,0,0,1,0,0,1,,,0,,,0,0,648.0866774937176
418,einfamilienhaus,Angebot,160,6,59387,privat,2004.0,134145.6217900749,499.0,nein,385000.0,1,1,fussbodenheizung,1,1,0,1,1,1,0,1,0,1,0,1,,,0,,,0,0,838.4101361879681
419,einfamilienhaus,Angebot,160,7,51702,privat,1997.0,65356.495006350844,613.0,nein,399000.0,1,1,gasheizung,1,1,0,1,1,1,0,1,1,0,0,1,,,0,,,0,0,408.47809378969276
420,doppelhaushaelfte,Angebot,140,7,48351,privat,2012.0,148529.1764382633,445.0,nein,379000.0,0,1,fussbodenheizung,1,0,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1060.9226888447379
421,doppelhaushaelfte,Angebot,120,5,32584,gewerblich,1980.0,108666.04653143816,338.0,ja,163000.0,1,1,fussbodenheizung,1,0,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,905.5503877619847
422,einfamilienhaus,Angebot,160,8,51580,privat,1980.0,-4541.895336802281,2000.0,,359999.0,1,1,gasheizung,1,1,1,1,1,1,0,1,1,1,1,1,,,0,,,0,0,-28.386845855014258
423,einfamilienhaus,Angebot,160,5,45219,gewerblich,1978.0,-64955.53065157423,880.0,nein,699000.0,1,0,zentralheizung,0,1,1,0,1,1,0,1,0,0,1,0,,,0,,,0,0,-405.9720665723389
424,einfamilienhaus,Angebot,160,6,32107,privat,1985.0,113588.61423789043,582.0,nein,299000.0,1,1,oelheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,709.9288389868152
425,mehrfamilienhaus,Angebot,160,8.0,54293,gewerblich,1966.0,35602.7422141252,2600.0,ja,949000.0,1,0,,0,1,1,0,0,1,0,1,0,0,0,0,,,0,,,0,0,222.5171388382825
426,einfamilienhaus,Angebot,160,7,67725,gewerblich,1981.0,-77364.18472568602,1452.0,ja,349000.0,0,1,zentralheizung,1,1,1,0,0,0,0,1,1,0,1,0,,,0,,,0,0,-483.5261545355376
427,einfamilienhaus,Angebot,100,4,56862,gewerblich,1900.0,62509.068055184616,116.0,ja,69000.0,0,0,zentralheizung,1,1,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,625.0906805518462
428,einfamilienhaus,Angebot,160,5,54516,gewerblich,1957.0,21511.492881491915,630.0,ja,255000.0,0,0,zentralheizung,0,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,134.44683050932446
429,doppelhaushaelfte,Angebot,120,4,48291,privat,,24588.61423789045,,,850.0,1,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,100.0,,0,950.0,200.0,0,0,204.9051186490871
430,doppelhaushaelfte,Angebot,100,4,59192,privat,1968.0,79807.7318824823,389.0,nein,199000.0,1,0,oelheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,798.077318824823
431,einfamilienhaus,Angebot,140,7,57258,privat,1860.0,117820.25989934817,595.0,nein,135000.0,1,0,ofenheizung,1,1,1,0,1,0,0,1,0,0,0,1,,,0,,,0,0,841.573284995344
432,einfamilienhaus,Angebot,160,6,44147,privat,2003.0,97390.2141738231,392.0,nein,410000.0,0,1,fussbodenheizung,1,1,0,1,1,1,0,1,0,0,0,1,,,0,,,0,0,608.6888385863944
433,einfamilienhaus,Angebot,160,7,58540,privat,2001.0,122385.47550429832,650.0,nein,420000.0,1,1,gasheizung,1,1,0,0,1,1,0,1,0,0,0,1,,,0,,,0,0,764.9092219018645
434,doppelhaushaelfte,Angebot,140,4,50825,privat,2017.0,59505.147591393135,326.0,nein,230000.0,0,1,fussbodenheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,425.03676850995095
435,doppelhaushaelfte,Angebot,160,5,47226,gewerblich,2015.0,86235.92054011868,400.0,ja,397000.0,1,1,fussbodenheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,538.9745033757417
436,villa,Angebot,160,24,59519,gewerblich,1998.0,-84478.81360999309,3708.0,nein,1490000.0,1,0,zentralheizung,0,1,1,0,1,1,0,0,1,0,1,0,,,0,,,0,0,-527.9925850624568
437,einfamilienhaus,Angebot,160,8,40883,gewerblich,1971.0,-166109.61719520335,754.0,nein,820000.0,0,0,zentralheizung,0,1,1,0,1,1,0,1,1,0,1,0,,,0,,,0,0,-1038.185107470021
438,reihenhaus,Angebot,160,7.0,67551,gewerblich,2004.0,35602.7422141252,200.0,ja,277000.0,1,0,,0,1,1,0,0,1,0,1,0,0,0,0,,,0,,,0,0,222.5171388382825
439,einfamilienhaus,Angebot,160,11,66849,gewerblich,1837.0,20959.47823820188,3296.0,ja,430000.0,1,1,zentralheizung,1,1,1,0,0,1,0,1,1,0,1,1,,,0,,,0,0,130.99673898876173
440,reihenhaus,Angebot,140,3,54529,gewerblich,1987.0,58773.01274227268,534.0,ja,120000.0,0,0,etagenheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,419.8072338733763
441,einfamilienhaus,Angebot,160,6,56745,gewerblich,1974.0,56903.537545348794,1602.0,ja,345000.0,1,1,zentralheizung,1,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,355.64710965842994
442,einfamilienhaus,Angebot,160,10,56862,privat,1800.0,16058.02610983553,,nein,23700.0,0,1,elektroheizung,1,1,1,0,1,0,0,0,0,0,0,1,,,0,,,0,1,100.36266318647206
443,einfamilienhaus,Angebot,160,13,56861,gewerblich,1980.0,54044.4094608117,170.0,ja,179000.0,0,0,zentralheizung,1,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,337.77755913007314
444,doppelhaushaelfte,Angebot,160,4,33378,privat,2017.0,80956.09540143012,,,1064.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,0,0,0,0,1,200.0,3000.0,0,1364.0,100.0,0,0,505.97559625893825
445,doppelhaushaelfte,Angebot,140,6,41372,privat,1968.0,94065.3312794716,233.0,nein,174500.0,1,1,oelheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,671.8952234247972
446,einfamilienhaus,Angebot,100,4,51145,privat,1959.0,164890.87979647997,,nein,285000.0,1,0,fussbodenheizung,1,1,1,0,1,0,0,0,0,0,0,1,,,0,,,0,0,1648.9087979647998
447,reihenhaus,Angebot,140,4,44319,privat,1998.0,123153.5365954937,341.0,nein,355000.0,1,1,fussbodenheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,879.6681185392407
448,einfamilienhaus,Angebot,160,5,34414,privat,2014.0,-505.7381203041732,774.0,nein,340000.0,0,1,fussbodenheizung,1,1,0,1,1,1,1,1,0,0,0,1,,,0,,,0,0,-3.1608632519010826
449,doppelhaushaelfte,Angebot,140,3,44319,privat,1991.0,126099.05044694382,432.0,nein,399500.0,0,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,900.7075031924559
450,doppelhaushaelfte,Angebot,160,5,47228,gewerblich,1959.0,56903.537545348794,476.0,ja,249000.0,1,1,zentralheizung,1,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,355.64710965842994
451,doppelhaushaelfte,Angebot,160,9,53773,gewerblich,1997.0,86235.92054011868,583.0,ja,370000.0,1,1,fussbodenheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,538.9745033757417
452,reihenhaus,Angebot,160,7,33790,privat,1978.0,25134.3914633734,350.0,nein,305000.0,1,1,fussbodenheizung,1,1,1,0,1,1,0,0,0,1,1,0,,,0,,,0,0,157.08994664608375
453,einfamilienhaus,Angebot,160,10,48712,gewerblich,1901.0,-134114.91362886128,767.0,nein,269000.0,0,0,zentralheizung,0,1,1,0,1,1,1,1,0,0,0,0,,,0,,,0,0,-838.218210180383
454,mehrfamilienhaus,Angebot,160,6,40883,gewerblich,1986.0,-166109.61719520335,599.0,nein,455000.0,0,0,zentralheizung,0,1,1,0,1,1,0,1,1,0,1,0,,,0,,,0,0,-1038.185107470021
455,reihenhaus,Angebot,120,4,67547,privat,1983.0,94065.3312794716,180.0,,269000.0,1,1,gasheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,783.8777606622633
456,reihenhaus,Angebot,140,6,54439,gewerblich,1978.0,-56754.483063096064,146.0,ja,99000.0,0,0,zentralheizung,0,1,0,0,0,1,0,1,1,0,0,0,,,0,,,0,0,-405.38916473640046
457,einfamilienhaus,Angebot,140,5,53501,gewerblich,1962.0,56910.03968958641,1220.0,ja,277000.0,0,0,zentralheizung,0,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,406.5002834970458
458,einfamilienhaus,Angebot,160,6,57567,gewerblich,1993.0,76360.23313085074,196.0,ja,149000.0,1,1,zentralheizung,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,0,0,477.2514570678171
459,einfamilienhaus,Angebot,120,5,54441,privat,1968.0,,560.0,nein,,0,1,oelheizung,1,1,1,0,1,0,0,0,1,0,0,1,,,0,,,0,0,
460,einfamilienhaus,Angebot,160,7,54518,gewerblich,1967.0,-10686.520342052707,570.0,ja,154000.0,0,0,zentralheizung,1,1,1,0,1,0,0,0,1,0,0,0,,,0,,,0,0,-66.79075213782941
461,reihenhaus,Angebot,120,5,33378,privat,2017.0,-2764.0794598813045,,,888.0,1,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,0,,2664.0,0,,,0,0,-23.03399549901087
462,reihenhaus,Angebot,100,4,42899,privat,1968.0,123153.5365954937,328.0,nein,255794.0,1,1,gasheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,1231.535365954937
463,einfamilienhaus,Angebot,160,4,33330,privat,2014.0,22966.90057891951,1000.0,nein,230000.0,0,1,andere,1,1,0,1,1,1,0,1,0,0,0,0,,,0,,,0,0,143.54312861824695
464,doppelhaushaelfte,Angebot,120,4,47589,privat,,136758.8847660379,700.0,nein,165000.0,0,1,gasheizung,1,1,1,0,1,0,0,0,0,0,0,1,,,0,,,0,0,1139.6573730503158
465,einfamilienhaus,Angebot,140,4,49504,gewerblich,1990.0,169456.09540143012,697.0,ja,319000.0,1,1,gasheizung,1,1,0,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1210.4006814387867
466,doppelhaushaelfte,Angebot,140,5,47506,gewerblich,2001.0,86235.92054011868,274.0,ja,324000.0,1,1,fussbodenheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,615.9708610008477
467,reihenhaus,Angebot,160,6.0,33699,privat,2000.0,86235.92054011868,182.0,nein,250000.0,1,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,538.9745033757417
468,einfamilienhaus,Angebot,140,9,58119,gewerblich,1934.0,-78253.93460955925,437.0,nein,91000.0,1,1,zentralheizung,1,1,1,0,1,1,1,0,1,0,0,0,,,0,,,0,0,-558.9566757825661
469,mehrfamilienhaus,Angebot,140,6,57413,privat,1957.0,-120626.18257434256,800.0,nein,138000.0,1,0,oelheizung,1,1,1,0,1,1,1,1,1,0,1,1,,,0,,,0,0,-861.6155898167326
470,reihenhaus,Angebot,100,4,56727,gewerblich,1965.0,-14753.87194743803,404.0,ja,107000.0,1,1,etagenheizung,0,1,1,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-147.53871947438031
471,reihenhaus,Angebot,140,4,56332,gewerblich,1996.0,-22194.29937501762,288.0,ja,237000.0,1,0,zentralheizung,0,1,0,0,0,1,0,1,1,0,0,0,,,0,,,0,0,-158.53070982155444
472,einfamilienhaus,Angebot,80,3,66885,gewerblich,1956.0,91470.22337766486,606.0,ja,144000.0,1,0,zentralheizung,0,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,1143.3777922208108
473,einfamilienhaus,Angebot,160,9,53520,gewerblich,1971.0,61135.18320680651,960.0,ja,119000.0,1,0,zentralheizung,1,1,1,0,0,0,0,0,1,0,0,0,,,0,,,0,0,382.0948950425407
474,einfamilienhaus,Angebot,120,4,53520,gewerblich,1975.0,-10522.226285980312,390.0,ja,97500.0,1,0,zentralheizung,0,1,1,0,1,0,0,0,1,0,0,0,,,0,,,0,0,-87.68521904983594
475,reihenhaus,Angebot,120,4,53229,privat,1982.0,-58198.147996337866,,,1150.0,1,1,gasheizung,1,1,1,0,1,0,0,0,1,0,0,0,200.0,2450.0,0,1350.0,,0,0,-484.9845666361489
476,reihenhaus,Angebot,160,5,33611,privat,1958.0,-46427.856324112494,,,1250.0,1,1,gasheizung,1,0,1,0,1,1,0,0,1,0,0,0,100.0,3750.0,0,1500.0,150.0,0,0,-290.17410202570306
477,reihenhaus,Angebot,100,3,32049,privat,1950.0,-9807.275394115608,,,740.0,1,1,gasheizung,0,1,1,0,1,1,0,1,0,0,0,1,100.0,2000.0,0,,,0,0,-98.07275394115608
478,reihenhaus,Angebot,60,4,44581,privat,1957.0,113588.61423789043,205.0,nein,105000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,1893.1435706315071
479,einfamilienhaus,Angebot,160,5,52393,privat,1992.0,-105828.84332005895,1300.0,,420000.0,0,1,andere,1,1,0,0,1,0,0,1,1,0,1,0,,,0,,,0,0,-661.4302707503684
480,doppelhaushaelfte,Angebot,160,6,59846,gewerblich,1953.0,96895.75485921282,1450.0,ja,89000.0,1,1,zentralheizung,1,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,605.5984678700801
481,reihenhaus,Angebot,140,6,45968,privat,1985.0,113588.61423789043,297.0,nein,270000.0,1,1,zentralheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,811.3472445563602
482,einfamilienhaus,Angebot,140,6,37671,privat,1982.0,-27428.602212563794,538.0,nein,135000.0,1,1,fussbodenheizung,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-195.91858723259853
